pt,int,hz,ppm
4657,14998800,14303.9,189.455
4658,14995900,14305.3,189.475
4659,14996400,14306.8,189.494
4660,14996900,14308.3,189.513
4661,14997400,14309.7,189.533
4662,14997900,14311.2,189.552
4663,14998400,14312.7,189.572
4664,14998900,14314.1,189.591
4665,14999400,14315.6,189.611
4666,14999900,14317.1,189.63
4667,15000300,14318.5,189.65
4668,15000800,14320,189.669
4669,15001300,14321.5,189.688
4670,15001800,14322.9,189.708
4671,15002300,14324.4,189.727
4672,15002800,14325.9,189.747
4673,15003300,14327.4,189.766
4674,15003800,14328.8,189.786
4675,15004300,14330.3,189.805
4676,15004800,14331.8,189.825
4677,15005200,14333.2,189.844
4678,15005700,14334.7,189.864
4679,15006200,14336.2,189.883
4680,15006700,14337.6,189.902
4681,15009800,14339.1,189.922
4682,15016900,14340.6,189.941
4683,15023900,14342,189.961
4684,15031000,14343.5,189.98
4685,15038100,14345,190
4686,15045100,14346.4,190.019
4687,15052200,14347.9,190.039
4688,15059200,14349.4,190.058
4689,15066300,14350.8,190.077
4690,15073300,14352.3,190.097
4691,15080400,14353.8,190.116
4692,15087400,14355.2,190.136
4693,15094500,14356.7,190.155
4694,15101500,14358.2,190.175
4695,15108600,14359.7,190.194
4696,15115600,14361.1,190.214
4697,15122700,14362.6,190.233
4698,15129700,14364.1,190.252
4699,15136800,14365.5,190.272
4700,15143800,14367,190.291
4701,15150900,14368.5,190.311
4702,15157900,14369.9,190.33
4703,15165000,14371.4,190.35
4704,15171500,14372.9,190.369
4705,15176500,14374.3,190.389
4706,15181500,14375.8,190.408
4707,15186500,14377.3,190.427
4708,15191400,14378.7,190.447
4709,15196400,14380.2,190.466
4710,15201400,14381.7,190.486
4711,15206400,14383.1,190.505
4712,15211400,14384.6,190.525
4713,15216300,14386.1,190.544
4714,15221300,14387.5,190.564
4715,15226300,14389,190.583
4716,15231300,14390.5,190.602
4717,15236300,14392,190.622
4718,15241300,14393.4,190.641
4719,15246200,14394.9,190.661
4720,15251200,14396.4,190.68
4721,15256200,14397.8,190.7
4722,15261200,14399.3,190.719
4723,15266200,14400.8,190.739
4724,15271200,14402.2,190.758
4725,15276100,14403.7,190.777
4726,15281100,14405.2,190.797
4727,15286100,14406.6,190.816
4728,15291100,14408.1,190.836
4729,15296100,14409.6,190.855
4730,15301100,14411,190.875
4731,15306000,14412.5,190.894
4732,15311000,14414,190.914
4733,15316000,14415.4,190.933
4734,15321000,14416.9,190.952
4735,15326000,14418.4,190.972
4736,15330900,14419.8,190.991
4737,15335900,14421.3,191.011
4738,15340900,14422.8,191.03
4739,15347200,14424.3,191.05
4740,15354500,14425.7,191.069
4741,15361700,14427.2,191.089
4742,15368900,14428.7,191.108
4743,15376100,14430.1,191.127
4744,15383400,14431.6,191.147
4745,15390600,14433.1,191.166
4746,15397800,14434.5,191.186
4747,15405000,14436,191.205
4748,15412300,14437.5,191.225
4749,15419500,14438.9,191.244
4750,15426700,14440.4,191.264
4751,15433900,14441.9,191.283
4752,15441200,14443.3,191.302
4753,15448400,14444.8,191.322
4754,15455600,14446.3,191.341
4755,15462800,14447.7,191.361
4756,15470000,14449.2,191.38
4757,15477300,14450.7,191.4
4758,15484500,14452.1,191.419
4759,15491700,14453.6,191.439
4760,15498900,14455.1,191.458
4761,15506200,14456.6,191.477
4762,15511400,14458,191.497
4763,15514600,14459.5,191.516
4764,15517900,14461,191.536
4765,15521200,14462.4,191.555
4766,15524500,14463.9,191.575
4767,15527700,14465.4,191.594
4768,15531000,14466.8,191.614
4769,15534300,14468.3,191.633
4770,15537500,14469.8,191.652
4771,15540800,14471.2,191.672
4772,15544100,14472.7,191.691
4773,15547400,14474.2,191.711
4774,15550600,14475.6,191.73
4775,15553900,14477.1,191.75
4776,15557200,14478.6,191.769
4777,15560400,14480,191.789
4778,15563700,14481.5,191.808
4779,15567000,14483,191.828
4780,15570300,14484.4,191.847
4781,15573500,14485.9,191.866
4782,15576800,14487.4,191.886
4783,15580100,14488.8,191.905
4784,15583300,14490.3,191.925
4785,15582100,14491.8,191.944
4786,15573100,14493.3,191.964
4787,15564100,14494.7,191.983
4788,15555100,14496.2,192.003
4789,15546200,14497.7,192.022
4790,15537200,14499.1,192.041
4791,15528200,14500.6,192.061
4792,15519200,14502.1,192.08
4793,15510200,14503.5,192.1
4794,15501200,14505,192.119
4795,15492300,14506.5,192.139
4796,15483300,14507.9,192.158
4797,15474300,14509.4,192.178
4798,15465300,14510.9,192.197
4799,15456300,14512.3,192.216
4800,15447400,14513.8,192.236
4801,15438400,14515.3,192.255
4802,15429400,14516.7,192.275
4803,15420400,14518.2,192.294
4804,15411400,14519.7,192.314
4805,15402400,14521.1,192.333
4806,15393500,14522.6,192.353
4807,15384500,14524.1,192.372
4808,15386300,14525.6,192.391
4809,15416100,14527,192.411
4810,15445800,14528.5,192.43
4811,15475600,14530,192.45
4812,15505300,14531.4,192.469
4813,15535100,14532.9,192.489
4814,15540100,14534.4,192.508
4815,15522100,14535.8,192.528
4816,15504100,14537.3,192.547
4817,15486200,14538.8,192.566
4818,15468200,14540.2,192.586
4819,15450200,14541.7,192.605
4820,15432300,14543.2,192.625
4821,15414300,14544.6,192.644
4822,15396300,14546.1,192.664
4823,15378400,14547.6,192.683
4824,15360400,14549,192.703
4825,15342400,14550.5,192.722
4826,15324400,14552,192.741
4827,15306500,14553.4,192.761
4828,15288500,14554.9,192.78
4829,15270500,14556.4,192.8
4830,15252600,14557.9,192.819
4831,15228300,14559.3,192.839
4832,15176800,14560.8,192.858
4833,15125300,14562.3,192.878
4834,15073900,14563.7,192.897
4835,15022400,14565.2,192.916
4836,14970900,14566.7,192.936
4837,14919400,14568.1,192.955
4838,14868000,14569.6,192.975
4839,14816500,14571.1,192.994
4840,14765000,14572.5,193.014
4841,14713500,14574,193.033
4842,14662100,14575.5,193.053
4843,14674400,14576.9,193.072
4844,14726200,14578.4,193.091
4845,14778000,14579.9,193.111
4846,14829800,14581.3,193.13
4847,14881500,14582.8,193.15
4848,14933300,14584.3,193.169
4849,14896900,14585.7,193.189
4850,14851700,14587.2,193.208
4851,14806400,14588.7,193.228
4852,14761200,14590.2,193.247
4853,14716000,14591.6,193.266
4854,14670800,14593.1,193.286
4855,14625600,14594.6,193.305
4856,14580400,14596,193.325
4857,14535200,14597.5,193.344
4858,14490000,14599,193.364
4859,14444700,14600.4,193.383
4860,14399500,14601.9,193.403
4861,14354300,14603.4,193.422
4862,14309100,14604.8,193.441
4863,14263900,14606.3,193.461
4864,14208900,14607.8,193.48
4865,14145300,14609.2,193.5
4866,14102500,14610.7,193.519
4867,14074800,14612.2,193.539
4868,14047000,14613.6,193.558
4869,14019300,14615.1,193.578
4870,13991600,14616.6,193.597
4871,13963800,14618,193.616
4872,13936100,14619.5,193.636
4873,13908300,14621,193.655
4874,13880600,14622.4,193.675
4875,13852800,14623.9,193.694
4876,13825100,14625.4,193.714
4877,13796800,14626.9,193.733
4878,13760300,14628.3,193.753
4879,13723800,14629.8,193.772
4880,13687300,14631.3,193.792
4881,13650800,14632.7,193.811
4882,13614300,14634.2,193.83
4883,13577700,14635.7,193.85
4884,13541200,14637.1,193.869
4885,13504700,14638.6,193.889
4886,13468200,14640.1,193.908
4887,13431700,14641.5,193.928
4888,13395200,14643,193.947
4889,13353600,14644.5,193.967
4890,13307800,14645.9,193.986
4891,13262000,14647.4,194.005
4892,13216200,14648.9,194.025
4893,13170400,14650.3,194.044
4894,13124500,14651.8,194.064
4895,13078700,14653.3,194.083
4896,13032900,14654.7,194.103
4897,12987100,14656.2,194.122
4898,12941300,14657.7,194.142
4899,12895500,14659.2,194.161
4900,12851300,14660.6,194.18
4901,12885500,14662.1,194.2
4902,12919700,14663.6,194.219
4903,12953900,14665,194.239
4904,12988100,14666.5,194.258
4905,13022300,14668,194.278
4906,13030800,14669.4,194.297
4907,12982700,14670.9,194.317
4908,12934600,14672.4,194.336
4909,12886500,14673.8,194.355
4910,12838400,14675.3,194.375
4911,12790300,14676.8,194.394
4912,12730300,14678.2,194.414
4913,12658600,14679.7,194.433
4914,12586900,14681.2,194.453
4915,12515100,14682.6,194.472
4916,12443400,14684.1,194.492
4917,12371700,14685.6,194.511
4918,12299900,14687,194.53
4919,12228200,14688.5,194.55
4920,12156500,14690,194.569
4921,12084700,14691.5,194.589
4922,12032000,14692.9,194.608
4923,11981700,14694.4,194.628
4924,11931400,14695.9,194.647
4925,11881200,14697.3,194.667
4926,11830900,14698.8,194.686
4927,11780600,14700.3,194.705
4928,11730300,14701.7,194.725
4929,11680000,14703.2,194.744
4930,11629800,14704.7,194.764
4931,11579500,14706.1,194.783
4932,11529200,14707.6,194.803
4933,11514900,14709.1,194.822
4934,11563200,14710.5,194.842
4935,11611400,14712,194.861
4936,11659600,14713.5,194.88
4937,11707900,14714.9,194.9
4938,11756100,14716.4,194.919
4939,11804400,14717.9,194.939
4940,11852600,14719.3,194.958
4941,11826800,14720.8,194.978
4942,11769800,14722.3,194.997
4943,11712800,14723.8,195.017
4944,11655800,14725.2,195.036
4945,11598800,14726.7,195.055
4946,11541800,14728.2,195.075
4947,11484800,14729.6,195.094
4948,11427800,14731.1,195.114
4949,11370800,14732.6,195.133
4950,11313800,14734,195.153
4951,11256800,14735.5,195.172
4952,11199800,14737,195.192
4953,11142800,14738.4,195.211
4954,11085800,14739.9,195.23
4955,11028800,14741.4,195.25
4956,10970400,14742.8,195.269
4957,10909100,14744.3,195.289
4958,10858100,14745.8,195.308
4959,10824600,14747.2,195.328
4960,10791000,14748.7,195.347
4961,10757500,14750.2,195.367
4962,10723900,14751.6,195.386
4963,10690400,14753.1,195.405
4964,10656800,14754.6,195.425
4965,10623300,14756,195.444
4966,10589700,14757.5,195.464
4967,10556200,14759,195.483
4968,10522700,14760.5,195.503
4969,10489100,14761.9,195.522
4970,10469300,14763.4,195.542
4971,10451800,14764.9,195.561
4972,10434300,14766.3,195.58
4973,10416800,14767.8,195.6
4974,10399400,14769.3,195.619
4975,10381900,14770.7,195.639
4976,10364400,14772.2,195.658
4977,10346900,14773.7,195.678
4978,10329400,14775.1,195.697
4979,10313100,14776.6,195.717
4980,10300500,14778.1,195.736
4981,10287900,14779.5,195.755
4982,10275300,14781,195.775
4983,10262800,14782.5,195.794
4984,10250200,14783.9,195.814
4985,10237600,14785.4,195.833
4986,10225000,14786.9,195.853
4987,10212400,14788.3,195.872
4988,10199800,14789.8,195.892
4989,10187200,14791.3,195.911
4990,10174600,14792.8,195.931
4991,10162000,14794.2,195.95
4992,10149400,14795.7,195.969
4993,10127600,14797.2,195.989
4994,10103700,14798.6,196.008
4995,10079800,14800.1,196.028
4996,10055900,14801.6,196.047
4997,10032000,14803,196.067
4998,10008100,14804.5,196.086
4999,9984250,14806,196.106
5000,9960350,14807.4,196.125
5001,9936460,14808.9,196.144
5002,9912560,14810.4,196.164
5003,9888660,14811.8,196.183
5004,9864770,14813.3,196.203
5005,9840870,14814.8,196.222
5006,9816970,14816.2,196.242
5007,9793080,14817.7,196.261
5008,9769180,14819.2,196.281
5009,9745280,14820.6,196.3
5010,9721390,14822.1,196.319
5011,9697490,14823.6,196.339
5012,9673590,14825.1,196.358
5013,9649700,14826.5,196.378
5014,9649670,14828,196.397
5015,9663840,14829.5,196.417
5016,9678000,14830.9,196.436
5017,9692160,14832.4,196.456
5018,9706320,14833.9,196.475
5019,9720490,14835.3,196.494
5020,9734650,14836.8,196.514
5021,9748810,14838.3,196.533
5022,9745220,14839.7,196.553
5023,9740980,14841.2,196.572
5024,9736750,14842.7,196.592
5025,9732510,14844.1,196.611
5026,9728270,14845.6,196.631
5027,9724030,14847.1,196.65
5028,9719790,14848.5,196.669
5029,9715560,14850,196.689
5030,9711320,14851.5,196.708
5031,9707080,14852.9,196.728
5032,9702840,14854.4,196.747
5033,9698610,14855.9,196.767
5034,9694370,14857.4,196.786
5035,9690130,14858.8,196.806
5036,9685890,14860.3,196.825
5037,9681660,14861.8,196.844
5038,9677420,14863.2,196.864
5039,9673180,14864.7,196.883
5040,9668940,14866.2,196.903
5041,9664700,14867.6,196.922
5042,9660470,14869.1,196.942
5043,9656230,14870.6,196.961
5044,9651990,14872,196.981
5045,9668040,14873.5,197
5046,9687000,14875,197.019
5047,9705960,14876.4,197.039
5048,9724920,14877.9,197.058
5049,9743880,14879.4,197.078
5050,9762840,14880.8,197.097
5051,9781800,14882.3,197.117
5052,9800760,14883.8,197.136
5053,9819720,14885.2,197.156
5054,9838680,14886.7,197.175
5055,9857640,14888.2,197.194
5056,9876600,14889.7,197.214
5057,9895560,14891.1,197.233
5058,9914520,14892.6,197.253
5059,9933480,14894.1,197.272
5060,9960220,14895.5,197.292
5061,9996580,14897,197.311
5062,10032900,14898.5,197.331
5063,10069300,14899.9,197.35
5064,10105700,14901.4,197.369
5065,10142000,14902.9,197.389
5066,10178400,14904.3,197.408
5067,10214700,14905.8,197.428
5068,10252700,14907.3,197.447
5069,10291400,14908.7,197.467
5070,10330200,14910.2,197.486
5071,10368900,14911.7,197.506
5072,10407600,14913.1,197.525
5073,10446400,14914.6,197.544
5074,10471200,14916.1,197.564
5075,10493900,14917.5,197.583
5076,10516700,14919,197.603
5077,10539400,14920.5,197.622
5078,10562200,14921.9,197.642
5079,10584900,14923.4,197.661
5080,10607700,14924.9,197.681
5081,10630400,14926.4,197.7
5082,10653200,14927.8,197.719
5083,10675900,14929.3,197.739
5084,10698600,14930.8,197.758
5085,11102300,14932.2,197.778
5086,11135100,14933.7,197.797
5087,11168000,14935.2,197.817
5088,11200900,14936.6,197.836
5089,11233700,14938.1,197.856
5090,11266600,14939.6,197.875
5091,11306100,14941,197.895
5092,11352700,14942.5,197.914
5093,11399200,14944,197.933
5094,11445700,14945.4,197.953
5095,11492300,14946.9,197.972
5096,11538800,14948.4,197.992
5097,11585300,14949.8,198.011
5098,11631900,14951.3,198.031
5099,11678400,14952.8,198.05
5100,11724900,14954.2,198.07
5101,11771400,14955.7,198.089
5102,11818000,14957.2,198.108
5103,11904400,14958.7,198.128
5104,11994400,14960.1,198.147
5105,12084400,14961.6,198.167
5106,12176500,14963.1,198.186
5107,12285600,14964.5,198.206
5108,12386500,14966,198.225
5109,12419600,14967.5,198.245
5110,12452600,14968.9,198.264
5111,12485600,14970.4,198.283
5112,12518700,14971.9,198.303
5113,12551700,14973.3,198.322
5114,12588300,14974.8,198.342
5115,12633300,14976.3,198.361
5116,12678400,14977.7,198.381
5117,12723400,14979.2,198.4
5118,12768400,14980.7,198.42
5119,12813400,14982.1,198.439
5120,13072400,14983.6,198.458
5121,13164200,14985.1,198.478
5122,13256000,14986.5,198.497
5123,13347800,14988,198.517
5124,13439600,14989.5,198.536
5125,13531400,14991,198.556
5126,13560700,14992.4,198.575
5127,13559600,14993.9,198.595
5128,13558400,14995.4,198.614
5129,13557300,14996.8,198.633
5130,13556200,14998.3,198.653
5131,13555100,14999.8,198.672
5132,14098900,15001.2,198.692
5133,14239900,15002.7,198.711
5134,14380800,15004.2,198.731
5135,14521700,15005.6,198.75
5136,14662600,15007.1,198.77
5137,14796900,15008.6,198.789
5138,14809100,15010,198.808
5139,14821200,15011.5,198.828
5140,14833300,15013,198.847
5141,14845400,15014.4,198.867
5142,14857600,15015.9,198.886
5143,14900700,15017.4,198.906
5144,15003100,15018.8,198.925
5145,15105500,15020.3,198.945
5146,15207900,15021.8,198.964
5147,15310300,15023.3,198.983
5148,15412700,15024.7,199.003
5149,15490900,15026.2,199.022
5150,15536900,15027.7,199.042
5151,15582800,15029.1,199.061
5152,15628800,15030.6,199.081
5153,15674800,15032.1,199.1
5154,15720700,15033.5,199.12
5155,15866500,15035,199.139
5156,16051000,15036.5,199.158
5157,16235500,15037.9,199.178
5158,16420000,15039.4,199.197
5159,16604500,15040.9,199.217
5160,16789000,15042.3,199.236
5161,16809100,15043.8,199.256
5162,16814100,15045.3,199.275
5163,16819100,15046.7,199.295
5164,16824200,15048.2,199.314
5165,16829200,15049.7,199.333
5166,17352900,15051.1,199.353
5167,17429600,15052.6,199.372
5168,17483000,15054.1,199.392
5169,17536400,15055.5,199.411
5170,17589800,15057,199.431
5171,17643200,15058.5,199.45
5172,17708600,15060,199.47
5173,17827200,15061.4,199.489
5174,17945800,15062.9,199.508
5175,18064400,15064.4,199.528
5176,18089200,15065.8,199.547
5177,17960000,15067.3,199.567
5178,18421300,15068.8,199.586
5179,18456100,15070.2,199.606
5180,18490900,15071.7,199.625
5181,18525700,15073.2,199.645
5182,18560500,15074.6,199.664
5183,18595400,15076.1,199.683
5184,18627100,15077.6,199.703
5185,18656400,15079,199.722
5186,18685700,15080.5,199.742
5187,18715100,15082,199.761
5188,18744400,15083.4,199.781
5189,18773700,15084.9,199.8
5190,19233200,15086.4,199.82
5191,19324100,15087.8,199.839
5192,19415000,15089.3,199.858
5193,19505900,15090.8,199.878
5194,19596800,15092.3,199.897
5195,19687700,15093.7,199.917
5196,19860200,15095.2,199.936
5197,19895000,15096.7,199.956
5198,19929900,15098.1,199.975
5199,19964800,15099.6,199.995
5200,19999600,15101.1,200.014
5201,20038300,15102.5,200.034
5202,20089800,15104,200.053
5203,20141200,15105.5,200.072
5204,20192700,15106.9,200.092
5205,20244100,15108.4,200.111
5206,20295500,15109.9,200.131
5207,20368200,15111.3,200.15
5208,20477000,15112.8,200.17
5209,20585900,15114.3,200.189
5210,20694700,15115.7,200.209
5211,20706700,15117.2,200.228
5212,20626400,15118.7,200.247
5213,20641100,15120.1,200.267
5214,20716600,15121.6,200.286
5215,20792200,15123.1,200.306
5216,20867700,15124.6,200.325
5217,20943200,15126,200.345
5218,21018700,15127.5,200.364
5219,21069300,15129,200.384
5220,21111600,15130.4,200.403
5221,21153800,15131.9,200.422
5222,21196000,15133.4,200.442
5223,21238200,15134.8,200.461
5224,21278000,15136.3,200.481
5225,21256300,15137.8,200.5
5226,21234700,15139.2,200.52
5227,21213000,15140.7,200.539
5228,21191400,15142.2,200.559
5229,21169700,15143.6,200.578
5230,21188200,15145.1,200.597
5231,21310500,15146.6,200.617
5232,21432800,15148,200.636
5233,21555100,15149.5,200.656
5234,21677400,15151,200.675
5235,21799600,15152.4,200.695
5236,22023600,15153.9,200.714
5237,22098800,15155.4,200.734
5238,22174100,15156.9,200.753
5239,22249400,15158.3,200.772
5240,22324700,15159.8,200.792
5241,22400000,15161.3,200.811
5242,22446000,15162.7,200.831
